"#STN_ID,","STN_KO,","STN_SP,","LON,","LAT,","HT,","FCT_ID,","WRN_ID,","WRN_KO,",SFC_STN_ID=
"714,","자은도,","01101000,","126.02868000,","34.87909000,","1.96,","21F20803,","L1052200,","신안군(흑산면제외),","789,="
"716,","하의도,","01101000,","126.03198000,","34.63066000,","2.58,","21F20803,","L1052200,","신안군(흑산면제외),","789,="
"717,","의신,","01101000,","126.30976000,","34.42749000,","11.70,","21F20201,","L1052300,","진도군,","268,="
"718,","상조도,","01111000,","126.03646000,","34.33303000,","6.42,","21F20201,","L1052300,","진도군,","268,="
"719,","선유도,","01111000,","126.39770000,","35.80880000,","11.45,","21F10501,","L1060300,","군산시,","140,="
"720,","보길도,","01101000,","126.54991000,","34.15486000,","27.12,","11F20301,","L1051600,","완도군,","170,="
"721,","금일,","01101000,","127.02825000,","34.33904000,","4.17,","11F20301,","L1051600,","완도군,","170,="
"722,","조선대,","01111000,","126.92875000,","35.13681000,","110.87,","11F20501,","L1050100,","광주광역시,","156,="
"723,","거문도,","01111000,","127.30898000,","34.02792000,","6.70,","11F20401,","L1052600,","거문도초도,","723,="
"724,","추자도,","01111000,","126.30157000,","33.95783000,","8.10,","11G00800,","L1091000,","추자도,","724,="
"725,","우도,","01111000,","126.95414000,","33.52289000,","9.23,","11G00100,","L1090800,","제주도동부,","188,="
"726,","마라도,","01110000,","126.26786000,","33.12206000,","11.58,","11G00500,","L1090600,","제주도서부,","779,="
"727,","유수암,","01110000,","126.39293000,","33.40986000,","425.21,","11G00200,","L1090700,","제주도북부,","184,="
"730,","장성,","01110000,","126.76110000,","35.27940000,","43.95,","11F20502,","L1050600,","장성군,","730,="
"731,","영암,","01110000,","126.68634000,","34.81666000,","4.58,","21F20802,","L1051700,","영암군,","731,="
"732,","보성,","01110000,","127.09209000,","34.76192000,","145.53,","11F20404,","L1050900,","보성군,","732,="
"733,","함라,","01110000,","126.89170000,","36.04610000,","49.12,","11F10202,","L1061100,","익산시,","702,="
"734,","완주,","01111000,","127.24573000,","35.98551000,","64.36,","11F10204,","L1060500,","완주군,","734,="
"735,","덕유산,","01100000,","127.77306000,","35.89424000,","660.36,","11F10302,","L1060700,","무주군,","701,="
"736,","진봉,","01111000,","126.78401000,","35.84679000,","2.16,","21F10502,","L1060400,","김제시,","737,="
"737,","김제,","01110000,","126.87765000,","35.80905000,","54.61,","21F10502,","L1060400,","김제시,","737,="
"738,","줄포,","01110000,","126.69981000,","35.59893000,","20.10,","21F10602,","L1060200,","부안군,","243,="
"739,","심원,","01111000,","126.54668000,","35.52254000,","12.57,","21F10601,","L1060100,","고창군,","172,="
"741,","화순,","01111000,","126.98515000,","35.05671000,","94.82,","11F20505,","L1050700,","화순군,","741,="
"742,","운남,","01111000,","126.33064000,","34.93889000,","12.00,","21F20804,","L1051800,","무안군,","699,="
"743,","비금,","01110000,","125.94688000,","34.77258000,","8.20,","21F20803,","L1052200,","신안군(흑산면제외),","789,="
"744,","산이,","01110000,","126.43646000,","34.67254000,","5.59,","11F20302,","L1051500,","해남군,","261,="
"745,","성전,","01111000,","126.70479000,","34.69976000,","79.59,","11F20303,","L1051400,","강진군,","259,="
"746,","땅끝,","01110000,","126.51590000,","34.38184000,","8.82,","11F20302,","L1051500,","해남군,","261,="
"747,","청산도,","01111000,","126.85801000,","34.18292000,","24.76,","11F20301,","L1051600,","완도군,","170,="
"748,","벌교,","01111000,","127.36310000,","34.83694000,","1.60,","11F20404,","L1050900,","보성군,","732,="
"749,","도양,","01111000,","127.12715000,","34.53471000,","24.96,","11F20403,","L1050800,","고흥군,","262,="
"750,","백야,","01100000,","127.62556000,","34.63079000,","35.71,","11F20401,","L1051000,","여수시,","168,="
"751,","선흘,","01110000,","126.70904000,","33.48209000,","251.09,","11G00200,","L1090700,","제주도북부,","184,="
"752,","서광,","01110000,","126.30599000,","33.30456000,","188.42,","11G00400,","L1090900,","제주도남부,","189,="
"753,","어리목,","01110000,","126.49590000,","33.39304000,","967.83,","11G00300,","L1090500,","제주도산간,","782,="
"754,","함평,","11111000,","126.52732000,","35.06037000,","10.42,","21F20101,","L1051900,","함평군,","754,="
"755,","화순북,","01110000,","127.08534000,","35.15960000,","185.01,","11F20505,","L1050700,","화순군,","741,="
"756,","위도,","01111000,","126.28199000,","35.60152000,","4.22,","21F10602,","L1060200,","부안군,","243,="
"757,","진안주천,","01111000,","127.43596000,","35.97436000,","269.51,","11F10303,","L1060600,","진안군,","703,="
"758,","동향,","01111000,","127.57117000,","35.83519000,","320.16,","11F10303,","L1060600,","진안군,","703,="
"759,","뱀사골,","01110000,","127.57826000,","35.37162000,","478.65,","11F10401,","L1061400,","남원시,","247,="
"760,","복흥,","01111000,","126.93270000,","35.42739000,","281.93,","11F10403,","L1061000,","순창군,","254,="
"761,","태인,","01111000,","126.93462000,","35.65081000,","14.70,","11F10203,","L1061200,","정읍시,","245,="
"762,","강진면,","01111000,","127.12611000,","35.51978000,","165.32,","11F10402,","L1060900,","임실군,","244,="
"763,","여산,","01111000,","127.06200000,","36.05920000,","38.00,","11F10202,","L1061100,","익산시,","702,="
"764,","신덕,","01111000,","127.14143000,","35.67359000,","211.79,","11F10402,","L1060900,","임실군,","244,="
"765,","복내,","01111000,","127.13448000,","34.89234000,","109.90,","11F20404,","L1050900,","보성군,","732,="
"766,","여수산단,","01111000,","127.71496000,","34.84946000,","78.86,","11F20401,","L1051000,","여수시,","168,="
"767,","포두,","01111000,","127.39745000,","34.58853000,","3.72,","11F20403,","L1050800,","고흥군,","262,="
"768,","곡성,","01110000,","127.28531000,","35.28886000,","100.48,","11F20602,","L1050400,","곡성군,","768,="
"769,","염산,","01111000,","126.38336000,","35.19932000,","5.40,","21F20102,","L1052000,","영광군,","252,="
"770,","다도,","01111000,","126.82781000,","34.94759000,","73.27,","11F20503,","L1050200,","나주시,","710,="
"771,","안좌,","01111000,","126.14463000,","34.72693000,","3.36,","21F20803,","L1052200,","신안군(흑산면제외),","789,="
"772,","수유,","01111000,","126.23964000,","34.53208000,","1.35,","21F20201,","L1052300,","진도군,","268,="
"773,","학산,","01111000,","126.63593000,","34.70850000,","72.11,","21F20802,","L1051700,","영암군,","731,="
"774,","전남도청,","01111000,","126.46618000,","34.81747000,","11.17,","21F20804,","L1051800,","무안군,","699,="
"775,","월야,","01110000,","126.63538000,","35.17770000,","35.38,","21F20101,","L1051900,","함평군,","754,="
"776,","현산,","01100000,","126.55307000,","34.46671000,","21.83,","11F20302,","L1051500,","해남군,","261,="
"777,","관산,","01111000,","126.93462000,","34.55633000,","37.10,","11F20304,","L1051300,","장흥군,","260,="
"778,","유치,","01111000,","126.82180000,","34.79594000,","96.16,","11F20304,","L1051300,","장흥군,","260,="
"779,","한림,","01110000,","126.25809000,","33.39268000,","38.79,","11G00500,","L1090600,","제주도서부,","779,="
"780,","제주남원,","01110000,","126.70438000,","33.27718000,","25.86,","11G00400,","L1090900,","제주도남부,","189,="
"781,","구좌,","01110000,","126.87770000,","33.51990000,","17.18,","11G00100,","L1090800,","제주도동부,","188,="
"782,","성판악,","01110000,","126.61940000,","33.38514000,","760.47,","11G00300,","L1090500,","제주도산간,","782,="
"783,","과기원,","01111000,","126.84077000,","35.23027000,","30.59,","11F20501,","L1050100,","광주광역시,","156,="
"784,","시종,","01111000,","126.61258000,","34.87718000,","22.08,","21F20802,","L1051700,","영암군,","731,="
"785,","북일,","01111000,","126.67630000,","34.46383000,","13.04,","11F20302,","L1051500,","해남군,","261,="
"786,","돌산,","01100000,","127.73992000,","34.60319000,","9.79,","11F20401,","L1051000,","여수시,","168,="
"787,","도화,","01111000,","127.31716000,","34.50672000,","12.30,","11F20403,","L1050800,","고흥군,","262,="
"788,","풍암,","01111000,","126.88132000,","35.13159000,","64.98,","11F20501,","L1050100,","광주광역시,","156,="
"789,","압해도,","01111000,","126.29290000,","34.87643000,","8.91,","21F20803,","L1052200,","신안군(흑산면제외),","789,="
"790,","나로도,","01111000,","127.46735000,","34.53258000,","135.19,","11F20403,","L1050800,","고흥군,","262,="
"791,","피아골,","01110000,","127.58376000,","35.26621000,","410.15,","11F20601,","L1050500,","구례군,","709,="
"792,","표선,","01100000,","126.81682000,","33.35360000,","80.47,","11G00100,","L1090800,","제주도동부,","188,="
"793,","대정,","01110000,","126.22626000,","33.24101000,","2.64,","11G00500,","L1090600,","제주도서부,","779,="
"794,","황전,","01100000,","127.42739000,","35.10066000,","75.99,","11F20603,","L1051200,","순천시,","174,="
"795,","옥과,","01100000,","127.13899000,","35.27532000,","86.65,","11F20602,","L1050400,","곡성군,","768,="
"796,","초도,","01101000,","127.24476000,","34.23775000,","37.52,","11F20401,","L1052600,","거문도초도,","723,="
"797,","하태도,","11101000,","125.29953000,","34.39498000,","35.63,","11F20701,","L1052500,","흑산도홍도,","169,="
"798,","홍도,","11111000,","125.19236000,","34.68551000,","23.21,","11F20701,","L1052500,","흑산도홍도,","169,="
"799,","낙월도,","01101000,","126.13762000,","35.20218000,","12.02,","21F20102,","L1052000,","영광군,","252,="
"800,","평해,","01101000,","129.44368000,","36.72566000,","6.43,","11H10101,","L1072310,","울진군평지,","130,="
"801,","영양,","01110000,","129.08800000,","36.62497000,","217.00,","11H10403,","L1071910,","영양군평지,","801,="
"802,","온정,","01100000,","129.34008000,","36.75743000,","142.31,","11H10101,","L1072310,","울진군평지,","130,="
"803,","옥산,","01111000,","128.81147000,","36.39470000,","219.79,","11H10502,","L1071700,","의성군,","278,="
"804,","청하,","01110000,","129.33921000,","36.19056000,","37.23,","11H10201,","L1072400,","포항시,","138,="
"805,","죽장,","01100000,","129.09434000,","36.17929000,","227.04,","11H10201,","L1072400,","포항시,","138,="
"806,","선산,","01100000,","128.29030000,","36.23336000,","41.05,","11H10602,","L1070300,","구미시,","279,="
"807,","의흥,","01110000,","128.69318000,","36.17966000,","114.26,","11H10603,","L1070600,","군위군,","823,="
"808,","호미곶,","01110000,","129.56673000,","36.07597000,","11.41,","11H10201,","L1072400,","포항시,","138,="
"809,","대덕,","01110000,","127.97919000,","35.93544000,","205.10,","11H10601,","L1071100,","김천시,","822,="
"810,","성주,","01110000,","128.29851000,","35.92553000,","34.22,","11H10605,","L1070900,","성주군,","810,="
"811,","황성,","01210000,","129.20929000,","35.86299000,","32.36,","11H10202,","L1072500,","경주시,","283,="
"812,","고령,","01110000,","128.28214000,","35.69603000,","41.19,","11H10604,","L1070800,","고령군,","812,="
"813,","청도,","01110000,","128.73183000,","35.65404000,","77.53,","11H10704,","L1070700,","청도군,","813,="
"814,","부석,","01110000,","128.66103000,","36.97916000,","302.79,","11H10401,","L1071600,","영주시,","272,="
"815,","예천,","01210000,","128.46461000,","36.65996000,","102.13,","11H10303,","L1071400,","예천군,","815,="
"816,","구룡포,","01110000,","129.54750000,","35.98310000,","42.37,","11H10201,","L1072400,","포항시,","138,="
"817,","수비,","01110000,","129.22123000,","36.78268000,","383.62,","11H10800,","L1075020,","영양군산간,","831,="
"818,","마성,","01101000,","128.14792000,","36.70781000,","217.28,","11H10301,","L1071300,","문경시,","273,="
"819,","예안,","01111000,","128.88641000,","36.65875000,","203.21,","11H10501,","L1071500,","안동시,","136,="
"820,","하회,","01111000,","128.52665000,","36.54819000,","75.76,","11H10501,","L1071500,","안동시,","136,="
"821,","공성,","01110000,","128.07393000,","36.28187000,","91.11,","11H10302,","L1071200,","상주시,","137,="
"822,","김천,","01111000,","128.10165000,","36.08128000,","84.16,","11H10601,","L1071100,","김천시,","822,="
"823,","군위,","01111000,","128.55577000,","36.24934000,","81.56,","11H10603,","L1070600,","군위군,","823,="
"824,","가산,","01111000,","128.50008000,","36.09560000,","114.95,","11H10705,","L1071000,","칠곡군,","825,="
"825,","칠곡,","01111000,","128.38130000,","36.03977000,","29.79,","11H10705,","L1071000,","칠곡군,","825,="
"826,","신녕,","01111000,","128.79003000,","36.04709000,","130.98,","11H10702,","L1070400,","영천시,","281,="
"827,","경산,","01111000,","128.74300000,","35.82425000,","61.21,","11H10703,","L1070500,","경산시,","827,="
"828,","달성,","01111000,","128.42384000,","35.69018000,","24.93,","11H10701,","L1070100,","대구광역시,","143,="
"829,","외동,","01100000,","129.31815000,","35.71214000,","72.92,","11H10202,","L1072500,","경주시,","283,="
"830,","기계,","01110000,","129.19957000,","36.06887000,","45.06,","11H10201,","L1072400,","포항시,","138,="
"831,","석포,","01110000,","128.99708000,","37.04012000,","663.05,","11H10800,","L1075020,","봉화군산간,","831,="
"832,","단북,","01110000,","128.42855000,","36.39066000,","67.00,","11H10502,","L1071700,","의성군,","278,="
"833,","은척,","01111000,","128.04189000,","36.53829000,","174.74,","11H10302,","L1071200,","상주시,","137,="
"834,","화서,","01110000,","127.94422000,","36.44123000,","286.99,","11H10302,","L1071200,","상주시,","137,="
"835,","봉화읍,","01111000,","128.71601000,","36.89316000,","185.00,","11H10402,","L1072010,","봉화군평지,","271,="
"836,","현서,","01110000,","128.89548000,","36.27948000,","317.00,","11H10503,","L1071800,","청송군,","276,="
"837,","이산,","01111000,","128.64290000,","36.82680000,","188.82,","11H10401,","L1071600,","영주시,","272,="
"838,","동로,","01111000,","128.27046000,","36.79066000,","451.67,","11H10301,","L1071300,","문경시,","273,="
"839,","길안,","01111000,","128.89544000,","36.45834000,","129.33,","11H10501,","L1071500,","안동시,","136,="
"840,","하양,","01110000,","128.81440000,","35.91250000,","71.00,","11H10703,","L1070500,","경산시,","827,="
"841,","화북,","01111000,","128.91106000,","36.08494000,","138.88,","11H10702,","L1070400,","영천시,","281,="
"842,","산내,","01111000,","129.01100000,","35.75760000,","170.66,","11H10202,","L1072500,","경주시,","283,="
"843,","금강송,","01110000,","129.25013000,","36.93611000,","219.97,","11H10800,","L1075020,","울진군산간,","831,="
"844,","영덕읍,","01111000,","129.35859000,","36.43551000,","22.38,","11H10102,","L1072200,","영덕군,","277,="
"845,","대구북구,","01111000,","128.59068000,","35.90842000,","30.18,","11H10701,","L1070100,","대구광역시,","143,="
"846,","서구,","01100000,","128.53095000,","35.86509000,","76.37,","11H10701,","L1070100,","대구광역시,","143,="
"847,","소보,","01100000,","128.46649000,","36.27625000,","70.41,","11H10603,","L1070600,","군위군,","823,="
"848,","청도금천,","01100000,","128.89534000,","35.67916000,","104.40,","11H10704,","L1070700,","청도군,","813,="
"849,","지보,","01100000,","128.38710000,","36.54689000,","85.04,","11H10303,","L1071400,","예천군,","815,="
"850,","감포,","01110000,","129.49062000,","35.78471000,","6.67,","11H10202,","L1072500,","경주시,","283,="
"851,","소곡,","01111000,","129.35206000,","37.05137000,","79.82,","11H10101,","L1072310,","울진군평지,","130,="
"852,","죽변,","01101000,","129.42600000,","37.06060000,","41.00,","11H10101,","L1072310,","울진군평지,","130,="
"853,","팔공산,","11110000,","128.62129000,","36.01827000,","568.37,","11H10705,","L1071000,","칠곡군,","825,="
"854,","삼동,","01110000,","129.13357000,","35.49528000,","166.92,","11H20101,","L1080300,","울산광역시,","152,="
"855,","가파도,","01110000,","126.26833000,","33.17330000,","4.25,","11G00500,","L1090600,","제주도서부,","779,="
"856,","광양백운산,","01110000,","127.59815000,","35.10180000,","514.84,","11F20402,","L1051100,","광양시,","266,="
"857,","완도읍,","01110000,","126.71737000,","34.29995000,","8.46,","11F20301,","L1051600,","완도군,","170,="
"858,","지산,","01110000,","126.17006000,","34.42956000,","34.67,","21F20201,","L1052300,","진도군,","268,="
"859,","토함산,","01100000,","129.36576000,","35.76129000,","345.86,","11H10202,","L1072500,","경주시,","283,="
"860,","신암,","01111000,","128.61903000,","35.88515000,","58.81,","11H10701,","L1070100,","대구광역시,","143,="
"861,","월정,","01111000,","126.77811000,","33.56233000,","34.00,","11G00100,","L1090800,","제주도동부,","188,="
"862,","송당,","01111000,","126.77919000,","33.47056000,","196.63,","11G00100,","L1090800,","제주도동부,","188,="
"863,","외도,","01111000,","126.43165000,","33.47688000,","52.65,","11G00200,","L1090700,","제주도북부,","184,="
"864,","완산,","01211000,","127.15497000,","35.82149000,","54.51,","11F10201,","L1061300,","전주시,","146,="
"865,","오등,","01111000,","126.52202000,","33.45766000,","233.90,","11G00200,","L1090700,","제주도북부,","184,="
"866,","한라생태숲,","01111000,","126.59777000,","33.43023000,","588.19,","11G00300,","L1090500,","제주도산간,","782,="
"867,","삼각봉,","01111000,","126.53052000,","33.37688000,","1499.40,","11G00300,","L1090500,","제주도산간,","782,="
"868,","사제비,","01111000,","126.49804000,","33.37599000,","1392.70,","11G00300,","L1090500,","제주도산간,","782,="
"869,","영실,","01111000,","126.49640000,","33.34832000,","1260.20,","11G00300,","L1090500,","제주도산간,","782,="
"870,","진달래밭,","11110000,","126.55571000,","33.36978000,","1488.56,","11G00300,","L1090500,","제주도산간,","782,="
"871,","윗세오름,","11110000,","126.51811000,","33.36230000,","1665.71,","11G00300,","L1090500,","제주도산간,","782,="
"872,","지리산,","11110000,","127.75642000,","35.31924000,","869.44,","11H20703,","L1081600,","산청군,","289,="
"873,","원주백운산,","11110000,","127.97020000,","37.25570000,","898.26,","11D10401,","L1021200,","원주시,","114,="
"874,","동송,","01100000,","127.20530000,","38.22100000,","206.65,","11D10101,","L1021300,","철원군,","95,="
"875,","설악산,","01111000,","128.46060000,","38.12110000,","1595.71,","11D20101,","L1025020,","양양군산간,","595,="
"876,","삼척,","01110000,","129.16819000,","37.45341000,","68.48,","11D20602,","L1020410,","삼척시평지,","876,="
"877,","문막,","01110000,","127.80486000,","37.31339000,","59.23,","11D10401,","L1021200,","원주시,","114,="
"878,","도계,","01110000,","129.09609000,","37.22379000,","817.04,","11D20300,","L1027020,","삼척시산간,","674,="
"879,","스키점프,","01111000,","128.67959000,","37.66048000,","852.43,","11D20201,","L1026020,","강릉시산간,","100,="
"880,","금악,","01111000,","126.32372000,","33.33281000,","319.78,","11G00500,","L1090600,","제주도서부,","779,="
"881,","새만금,","01110000,","126.52952000,","35.73017000,","10.49,","21F10602,","L1060200,","부안군,","243,="
"882,","상무대,","01111000,","126.60423000,","35.25179000,","106.65,","11F20502,","L1050600,","장성군,","730,="
"883,","새별오름,","01111000,","126.35989000,","33.36233000,","435.00,","11G00200,","L1090700,","제주도북부,","184,="
"884,","기상(과),","01110000,","126.51760000,","33.25927000,","173.45,","11G00400,","L1090900,","제주도남부,","189,="
"885,","태풍센터,","01111000,","126.67846000,","33.33143000,","244.29,","11G00400,","L1090900,","제주도남부,","189,="
"886,","군산산단,","01110000,","126.59117000,","35.95048000,","5.79,","21F10501,","L1060300,","군산시,","140,="
"888,","청남대,","01110000,","127.49078000,","36.46267000,","94.44,","11C10301,","L1040100,","청주시,","131,="
"889,","현충원,","01111000,","126.97652000,","37.50036000,","16.23,","11B10101,","L1100300,","서울서남권,","108,="
"890,","신례,","01111000,","126.63584000,","33.31450000,","302.00,","11G00400,","L1090900,","제주도남부,","189,="
"892,","성산수산,","01111000,","126.85127000,","33.45011000,","102.47,","11G00100,","L1090800,","제주도동부,","188,="
"900,","두서,","01110000,","129.14356000,","35.62027000,","117.49,","11H20101,","L1080300,","울산광역시,","152,="
"901,","울기,","01110000,","129.43531000,","35.48678000,","67.64,","11H20101,","L1080300,","울산광역시,","152,="
"902,","시천,","01110000,","127.81897000,","35.24229000,","137.13,","11H20703,","L1081600,","산청군,","289,="
"903,","도천,","01111000,","128.51486000,","35.40387000,","14.86,","11H20604,","L1081300,","창녕군,","919,="
"904,","사상,","01111000,","128.96753000,","35.13695000,","3.55,","11H20201,","L1080100,","부산광역시,","159,="
"905,","양산상북,","01100000,","129.04288000,","35.44140000,","83.57,","11H20102,","L1080500,","양산시,","257,="
"906,","화개,","01100000,","127.64269000,","35.23236000,","89.59,","11H20702,","L1081500,","하동군,","932,="
"907,","삼천포,","01111000,","128.06313000,","34.93211000,","29.46,","11H20402,","L1082100,","사천시,","907,="
"908,","진해,","01110000,","128.75370000,","35.11221000,","11.74,","11H20301,","L1080600,","창원시,","155,="
"909,","서이말,","01111000,","128.73825000,","34.78774000,","109.74,","11H20403,","L1082200,","거제시,","294,="
"911,","매물도,","01111000,","128.57715000,","34.64893000,","69.02,","11H20401,","L1082000,","통영시,","162,="
"912,","백천,","01111000,","127.77836000,","35.52627000,","140.33,","11H20501,","L1081700,","함양군,","264,="
"913,","상주면,","01101000,","127.98155000,","34.72380000,","19.65,","11H20405,","L1082400,","남해군,","295,="
"914,","서하,","01111000,","127.71556000,","35.63763000,","353.86,","11H20501,","L1081700,","함양군,","264,="
"915,","삼가,","01111000,","128.10178000,","35.41353000,","85.28,","11H20503,","L1081900,","합천군,","285,="
"916,","단성,","01110000,","127.96696000,","35.31111000,","55.00,","11H20703,","L1081600,","산청군,","289,="
"917,","사천,","01111000,","128.06768000,","35.03694000,","25.79,","11H20402,","L1082100,","사천시,","907,="
"918,","고성,","01110000,","128.33089000,","34.99052000,","7.03,","11H20404,","L1082300,","고성군,","918,="
"919,","창녕,","01111000,","128.47669000,","35.55142000,","24.30,","11H20604,","L1081300,","창녕군,","919,="
"920,","함안,","01111000,","128.39942000,","35.29613000,","8.39,","11H20603,","L1081200,","함안군,","920,="
"921,","가덕도,","01110000,","128.83141000,","34.99308000,","75.63,","11H20201,","L1080100,","부산광역시,","159,="
"922,","단장,","01100000,","128.92911000,","35.48645000,","138.03,","11H20601,","L1081000,","밀양시,","288,="
"923,","기장,","01111000,","129.25113000,","35.27505000,","65.99,","11H20201,","L1080100,","부산광역시,","159,="
"924,","간절곶,","01111000,","129.36028000,","35.35866000,","22.23,","11H20101,","L1080300,","울산광역시,","924,="
"925,","생림,","01110000,","128.82299000,","35.37435000,","8.68,","11H20304,","L1080900,","김해시,","253,="
"926,","진북,","01100000,","128.47483000,","35.12624000,","13.33,","11H20301,","L1080600,","창원시,","155,="
"927,","송백,","01111000,","128.88365000,","35.58197000,","126.74,","11H20601,","L1081000,","밀양시,","288,="
"929,","개천,","01111000,","128.30701000,","35.11369000,","129.52,","11H20404,","L1082300,","고성군,","918,="
"930,","사량도,","01111000,","128.23814000,","34.80992000,","6.64,","11H20401,","L1082000,","통영시,","162,="
"931,","욕지도,","01111000,","128.27352000,","34.62231000,","73.47,","11H20401,","L1082000,","통영시,","162,="
"932,","하동,","01111000,","127.76664000,","35.06058000,","4.47,","11H20704,","L1081500,","하동군,","932,="
"933,","금남,","01100000,","127.83238000,","34.99676000,","32.22,","11H20406,","L1081500,","하동군,","932,="
"934,","수곡,","01100000,","127.92848000,","35.22140000,","82.80,","11H20701,","L1081400,","진주시,","192,="
"935,","청덕,","01111000,","128.34114000,","35.56979000,","23.63,","11H20503,","L1081900,","합천군,","285,="
"936,","신포,","01111000,","128.20230000,","35.33263000,","61.21,","11H20602,","L1081100,","의령군,","263,="
"937,","해운대,","01110000,","129.16235000,","35.17611000,","63.72,","11H20201,","L1080100,","부산광역시,","159,="
"938,","부산진,","01111000,","129.01929000,","35.15888000,","114.38,","11H20201,","L1080100,","부산광역시,","938,="
"939,","금정구,","01111000,","129.10348000,","35.29320000,","49.26,","11H20201,","L1080100,","부산광역시,","159,="
"940,","동래,","01110000,","129.09013000,","35.20914000,","70.07,","11H20201,","L1080100,","부산광역시,","940,="
"941,","북구,","01100000,","129.00258000,","35.21304000,","6.94,","11H20201,","L1080100,","부산광역시,","159,="
"942,","부산남구,","01100000,","129.08841000,","35.11863000,","124.26,","11H20201,","L1080100,","부산광역시,","159,="
"943,","매곡,","01110000,","129.37528000,","35.66738000,","470.43,","11H20101,","L1080300,","울산광역시,","152,="
"944,","길곡,","01100000,","128.57005000,","35.38516000,","10.05,","11H20604,","L1081300,","창녕군,","919,="
"945,","대병,","01111000,","127.99010000,","35.53452000,","231.31,","11H20503,","L1081900,","합천군,","285,="
"946,","북상,","01110000,","127.81826000,","35.78000000,","324.25,","11H20502,","L1081800,","거창군,","284,="
"947,","명사,","01111000,","128.59080000,","34.72193000,","30.51,","11H20403,","L1082200,","거제시,","294,="
"948,","삼장,","01111000,","127.83448000,","35.31074000,","140.43,","11H20703,","L1081600,","산청군,","289,="
"949,","정자,","01111000,","129.44120000,","35.63750000,","8.00,","11H20101,","L1080300,","울산광역시,","152,="
"950,","사하,","01110000,","128.98393000,","35.09004000,","127.00,","11H20201,","L1080100,","부산광역시,","159,="
"951,","내장산,","01110000,","126.90733000,","35.50869000,","105.90,","11F10203,","L1061200,","정읍시,","245,="
"953,","장목,","01110000,","128.67977000,","34.99839000,","30.87,","11H20403,","L1082200,","거제시,","294,="
"954,","온산,","01110000,","129.36011000,","35.43103000,","53.92,","11H20101,","L1080300,","울산광역시,","152,="
"965,","한라산남벽,","01110000,","126.53300000,","33.35236111,","1576.00,","11G00300,","L1090500,","제주도산간,","782,="
